# Constructed from biom file
#OTU ID	SRR7133835	SRR7134404	SRR7134081	SRR7134224	SRR7134233	SRR7134320	SRR7134380	SRR7134382	SRR7134403	SRR7133913	SRR7134222	SRR7134232	SRR7134234	SRR7134322	SRR7134368	SRR7134373	SRR7134080	SRR7134369	SRR7134371	SRR7134082	SRR7134172	SRR7134223	SRR7133912	SRR7134236	SRR7134006	SRR7133836	SRR7133837	SRR7133838	SRR7133839	SRR7133841	SRR7133904	SRR7133914	SRR7133915	SRR7133916	SRR7133917	SRR7133918	SRR7133919	SRR7134000	SRR7134001	SRR7134002	SRR7134003	SRR7134007	SRR7134075	SRR7134076	SRR7134077	SRR7134078	SRR7134079	SRR7134083	SRR7134084	SRR7134163	SRR7134164	SRR7134165	SRR7134166	SRR7134170	SRR7134171	SRR7134217	SRR7134219	SRR7134225	SRR7134226	SRR7134228	SRR7134229	SRR7134230	SRR7134231	SRR7134316	SRR7134317	SRR7134325	SRR7134327	SRR7134370	SRR7134372	SRR7134374	SRR7134375	SRR7134376	SRR7134377	SRR7134379	SRR7134381	SRR7134383	SRR7134402	SRR7133840	SRR7133905	SRR7134167	SRR7134168	SRR7134169	SRR7134220	SRR7134221	SRR7134235	SRR7134237	SRR7134321	SRR7134323	SRR7134324	SRR7134326	SRR7134378	SRR7134218	taxonomy
4417158	13.0	9888.0	18.0	9.0	8.0	11.0	6.0	21.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
227343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.0	308.0	10.0	213.0	292.0	27.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
4483911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	43.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__maltophilia
4364813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__pseudoalcaligenes
4453743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
4454257	13576.0	4437.0	12883.0	13965.0	13495.0	13777.0	13895.0	6107.0	291.0	4200.0	13679.0	4587.0	13782.0	12424.0	3736.0	13021.0	380.0	5047.0	13666.0	11990.0	11370.0	2613.0	13741.0	6856.0	215.0	13120.0	9108.0	11827.0	13991.0	634.0	12268.0	13002.0	8568.0	12486.0	9256.0	254.0	12520.0	9800.0	13539.0	9380.0	13673.0	14938.0	8612.0	12997.0	7988.0	14498.0	12638.0	9620.0	14588.0	12033.0	8199.0	13879.0	8657.0	13704.0	14166.0	11276.0	13401.0	13947.0	8111.0	11146.0	15455.0	13100.0	8355.0	9045.0	14143.0	13118.0	13677.0	9200.0	8610.0	4773.0	14451.0	10071.0	9352.0	3308.0	15016.0	38.0	13079.0	6625.0	13506.0	8504.0	2982.0	58.0	2828.0	209.0	12708.0	7463.0	4843.0	6933.0	1591.0	14740.0	5785.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4416113	11.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
3330580	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	341.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1294.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
4419276	285.0	0.0	0.0	65.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1537.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.0	0.0	72.0	0.0	0.0	109.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
4399988	25.0	4.0	36.0	32.0	28.0	0.0	21.0	49.0	82.0	3099.0	0.0	0.0	0.0	0.0	4072.0	0.0	0.0	19.0	14.0	10.0	0.0	6071.0	0.0	12.0	10737.0	0.0	0.0	2503.0	38.0	4903.0	0.0	9.0	0.0	0.0	0.0	11806.0	513.0	17.0	36.0	0.0	16.0	38.0	0.0	0.0	0.0	13.0	0.0	11.0	139.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	2368.0	32.0	0.0	0.0	0.0	38.0	593.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10795.0	0.0	10807.0	43.0	21.0	0.0	0.0	4300.0	10715.0	10588.0	0.0	0.0	3999.0	6215.0	0.0	6066.0	0.0	9063.0	5505.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea; s__agglomerans
